alpha,beta,A,omega
0.5893782863566405,0.16698208880356877,1.0,0.8329118151754548
1.0919214727778408,0.14554079805177955,1.0,1.0876049243912989
1.4373654278195347,0.02370600257950043,1.0,1.2050650104586567
1.74534691199361,0.10509629243268968,1.0,1.3457459250408454
0.7985271286802682,0.23497610814861372,1.0,0.9723102366390841
1.8672965967610344,0.04285074354050823,1.0,1.3762551767291746
1.043604292391097,0.020960331505962625,1.0,1.0279613317544214
1.6372727735494181,0.03527619791712045,1.0,1.2881461086567854
0.6575885558859952,0.14821171286297788,1.0,0.8661529174605119
1.0936549669315654,0.19032073290113993,1.0,1.1011836472608816
1.7714296102964144,0.02793846057596215,1.0,1.3374943544390723
1.285517308615633,0.22892483827665575,1.0,1.1952386090394431
1.6460858216679983,0.23062452620127305,1.0,1.3379933297829978
0.5288204908398799,0.04764883375462908,1.0,0.7473961546171636
0.685680481647884,0.2626574217885587,1.0,0.9218684126629642
0.6801720795941659,0.15966152524905441,1.0,0.8831537424904142
1.600542842053077,0.015511172553563653,1.0,1.2689512697101706
1.797209745118278,0.12717090710578113,1.0,1.369923925646746
1.4764837048896613,0.20174555306494477,1.0,1.2659283848445977
0.8902562607854847,0.1616747901602586,1.0,0.9956420062631178
1.1350895130013967,0.2016138701080444,1.0,1.122986278553271
0.8335077924892682,0.02466652262752509,1.0,0.921370918323056
1.6958203309684,0.2584408937273907,1.0,1.3628447782297215
1.2181366736910832,0.222450550024315,1.0,1.1649756510143379
1.9653984244470148,0.2288437527003286,1.0,1.4520419311730361
1.119570343284274,0.2574696082344703,1.0,1.131586871800313
1.0975297833924413,0.12096704929760903,1.0,1.0831131931628601
1.9300120486055787,0.14921491741953222,1.0,1.4224174394293632
1.6005093261349224,0.011938149675340735,1.0,1.2680578337292074
0.8512784664660171,0.06058501173436114,1.0,0.9429443773627333
1.3460056946495622,0.19512821836582658,1.0,1.2115943343909312
0.7680591843306931,0.17629310886315283,1.0,0.9371458677122594
1.0539203837940823,0.11031432269715623,1.0,1.0596541112456483
0.9678525112775918,0.1346331634938128,1.0,1.0256696536708223
0.626855913168058,0.23296567444218694,1.0,0.8788967286856999
0.7536961638754589,0.22499621091822564,1.0,0.9456843002288606
1.4589463169738348,0.16342280174212953,1.0,1.2494340991275474
1.4784326932889233,0.18482275934951908,1.0,1.262516105989295
1.4292062549378923,0.2712879269832333,1.0,1.2644212942300572
0.7359926370365055,0.01728665454399759,1.0,0.864174054300697
1.5739191479445427,0.2233565832392968,1.0,1.3090137556454873
0.7446649929431726,0.24894396717255815,1.0,0.9488176708019415
0.6214903665365372,0.2788443767060357,1.0,0.8920583512180185
1.6082037734519483,0.11425953151638873,1.0,1.295999992534603
1.5883434659403053,0.1337334407432293,1.0,1.2930301104014645
0.9046768632382409,0.19009129619395854,1.0,1.011673822612538
